% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=464670, Thu Dec 26 12:00:47 2019, <python>{}</python>
44 1056 0.008220242953358181 1.0098081671913968 -915.324999999989 -9.1532499999998902e+02 -777.685203446692 -480.4804275724232   
45 1080 0.0081998059353725 1.0098081671913968 -915.324999999989 -9.0688187702263986e+02 -760.2758806357498 -415.1025203026113   
46 1104 0.008179798053662552 1.0098081671913968 -915.324999999989 -9.0872499999998809e+02 -728.0288000186758 -595.5827237913977   
47 1128 0.008160317380734403 1.0098081671913968 -915.324999999989 -9.0542499999999063e+02 -775.2509582925725 -553.3616162653476   
48 1152 0.008141191825609575 1.0098081671913968 -915.324999999989 -9.0515681818180610e+02 -776.5705379174104 -602.0967157878761   
49 1176 0.008122151077335701 1.0098081671913968 -915.324999999989 -9.0682474747473236e+02 -802.4712772734383 -680.611312687897   
50 1200 0.008103947408665189 1.0118296359940488 -915.324999999989 -9.0835788530464743e+02 -821.4490330557389 -576.3146368406447   
51 1224 0.008086515275112081 1.0118296359940488 -915.324999999989 -8.9506961990099035e+02 -778.6189173250943 -552.0086789909386   
52 1248 0.008070452268475659 1.0118296359940488 -915.324999999989 -8.9903297650905517e+02 -808.097902097889 -473.2802824564452   
53 1272 0.008054905751082022 1.0118296359940488 -915.324999999989 -9.1489999999998986e+02 -746.1655695611463 -586.8751832269655   
54 1296 0.008039540917710548 1.0118296359940488 -915.324999999989 -9.0617131147539521e+02 -821.6320921985703 -497.0954088545602   
55 1320 0.008024212201633147 1.0118296359940488 -915.324999999989 -9.0321643109539275e+02 -800.8405406507671 -518.6725652213973   
56 1344 0.00800903337987414 1.0118296359940488 -915.324999999989 -9.0852692307690859e+02 -809.3686103204569 -639.4129441378514   
57 1368 0.007993902456559066 1.014091118211092 -918.9749999999887 -9.1897499999998865e+02 -777.8070214571974 -611.6146541813922   
58 1392 0.00797958011663358 1.014091118211092 -918.9749999999887 -9.1277499999998884e+02 -819.6904729569983 -576.7625932318872   
59 1416 0.007965137413911182 1.014091118211092 -918.9749999999887 -9.1582499999998981e+02 -811.1033546325746 -583.71759328515   
60 1440 0.00795095134744636 1.014091118211092 -918.9749999999887 -9.1239999999998622e+02 -819.0652496626047 -676.8321567586537   
61 1464 0.00793727238922176 1.014091118211092 -918.9749999999887 -9.1062499999998840e+02 -832.2092105263016 -637.1455599974291   
62 1488 0.007923933723712312 1.014091118211092 -918.9749999999887 -9.1004999999998597e+02 -854.5082167559306 -562.6096617045616   
63 1512 0.00791056593652744 1.014091118211092 -918.9749999999887 -9.1427499999998975e+02 -834.5494292529045 -506.35948292081423   
64 1536 0.007897792860033526 1.0165849672042153 -918.9749999999887 -8.9970172413791408e+02 -833.8402208201758 -711.9047902157541   
65 1560 0.007885112972788887 1.0165849672042153 -918.9749999999887 -9.1247499999998672e+02 -872.3047619047496 -609.6645810368947   
66 1584 0.00787270122955951 1.0165849672042153 -918.9749999999887 -9.1242499999998586e+02 -884.3812831395626 -702.3618920702518   
67 1608 0.007860857310816333 1.0165849672042153 -918.9749999999887 -9.0201079276688540e+02 -846.8408117521715 -453.5272715381097   
68 1632 0.007849302470606254 1.0165849672042153 -918.9749999999887 -9.0395387323942305e+02 -789.5114796654321 -611.8539156799217   
69 1656 0.007838182130794683 1.0165849672042153 -918.9749999999887 -9.1122499999998718e+02 -851.0793899084814 -685.2763649668266   
70 1680 0.007827254992989752 1.0165849672042153 -918.9749999999887 -9.1239999999998645e+02 -879.6637099697531 -609.8493864073337   
71 1704 0.007817635727152484 1.0192141137089223 -918.9749999999887 -9.1274999999998795e+02 -847.8413001559377 -694.8250469161915   
72 1728 0.007807798757397388 1.0192141137089223 -918.9749999999887 -9.1152499999998724e+02 -802.5009669820997 -632.529129278818   
73 1752 0.007797596722997686 1.0192141137089223 -918.9749999999887 -9.1269999999998720e+02 -810.1689328277196 -492.2020592389763   
74 1776 0.00778814493956876 1.0192141137089223 -918.9749999999887 -9.1052499999998395e+02 -854.6368258761694 -697.0931261584979   
75 1800 0.0077788428585650925 1.0192141137089223 -918.9749999999887 -9.1649999999998772e+02 -821.681091279922 -466.03476671298085   
76 1824 0.0077697810682912614 1.0192141137089223 -918.9749999999887 -9.0223974358972998e+02 -812.1344164456107 -611.8293956043883   
